-1991.511125760255,-3.415325998962309
-1989.0891725909578,-3.3493329211513507
-1987.85329205952,-3.765921270474443
-1985.4298982698901,-3.6998889388204286
-1983.006507155675,-3.6338566800657115
-1980.5838621467542,-3.5405408933661344
-1978.1604764125761,-3.474508781206047
-1974.5582526352728,-2.9261086603315714
-1972.136318251365,-2.8601160943826396
-1972.1355752747738,-2.887383416493314
-1968.5390976127674,-2.3396605608098677
-1964.946909304469,-1.7925906076961762
-1961.3590026957402,-1.2461723908324909
-1958.9414067023229,-1.180298036806327
-1956.5238134669348,-1.114423757930687
-1954.1062229997056,-1.0485495544814891
-1952.8517393843017,-1.4630229266210715
-1950.4327137301657,-1.3971096173780704
-1948.0136908765467,-1.3311963844431527
-1946.7548346208027,-1.7460856804584561
-1944.3343749322426,-1.6801332968243439
-1941.914660610604,-1.5869299278666555
-1939.4942065992796,-1.5209776989250865
-1937.0737554423706,-1.4550255477603211
-1934.653307150478,-1.3890734746612377
-1934.652564616926,-1.416324537188181
-1932.2321192007034,-1.3503725424449082
-1928.6616101174181,-0.8038933021498376
-1926.242612939793,-0.7379807688312137
-1923.8236186683841,-0.6720683147008155
-1921.4046273140523,-0.60615594005457
-1918.9856388877124,-0.5402436451898818
-1914.145171408222,-1.930453539401007
-1911.7289760898973,-1.8646173507951214
-1908.176963876199,-1.3188055014177205
-1905.76221137277,-1.2530086264521212
-1901.085610798303,-0.22912787950962565
-1897.546991982898,0.3417910209553914
-1894.011839427748,0.8849974343513698
-1891.6028302901748,0.9506378148007646
-1891.602093650316,0.9236030514575835
-1888.072569447369,1.4661420430050005
-1887.9045018276663,0.5774574887440242
-1886.6143878711814,0.16518219747911944
-1885.32274270774,-0.2475833908595102
-1882.9094509140737,-0.1818263171312462
-1879.3788142688475,0.3623362043355276
-1875.8523736244763,0.90585237448466
-1871.2196054348829,1.9253495039582806
-1867.7042781100433,2.4669724764428413
-1865.3637403233347,4.939589320779312
-1860.7516293943847,5.952498906427543
-1858.3483594158306,6.017982906987875
-1857.045323573263,5.637224570924566
-1855.7400077198802,5.228925225584597
-1854.4331463798198,4.8201414595290615
-1854.43240780997,4.793035865307395
